GENERIC_NAME,standardized_smiles
"(2S)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol",CC(C)[C@@H](CO)Nc1ccc2ncc(-c3cccc(N)c3)n2n1
4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide,CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1
"N-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",Cc1cc(Nc2ccc3cc4ccccc4cc3c2)n2ncnc2n1
(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID,O=C(NCc1ccccc1)NC[C@@H](O)C(=O)O
"5-methyl-N-[4-(trifluoromethyl)phenyl][1,2,4]triazolo[1,5-a]pyrimidin-7-amine",Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1
SU-11652,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C
"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime",O=C1/C(=N\O)c2c(/C=C/c3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2
"(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime",O=C1/C(=N/O)c2cc(F)ccc2N1Cc1cc(F)cc2c1OCOC2
Pirodavir,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1
(METHYLPYRIDAZINE PIPERIDINE PROPYLOXYPHENYL)ETHYLACETATE,CCOC(=O)c1ccc(OCCCC2CCN(c3ccc(C)nn3)CC2)cc1
(METHYLPYRIDAZINE PIPERIDINE BUTYLOXYPHENYL)ETHYLACETATE,CCOC(=O)c1ccc(OCCCCC2CCN(c3ccc(C)nn3)CC2)cc1
"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime",O=C1/C(=N\O)c2c(-c3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2
"4-(6-CHLORO-2,4-DIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL) BUTYL PHOSPHATE",O=c1[nH]c(Cl)c(CCCCOP(=O)(O)O)c(=O)[nH]1
3-METHOXY-6-[4-(3-METHYLPHENYL)-1-PIPERAZINYL]PYRIDAZINE,COc1ccc(N2CCN(c3cccc(C)c3)CC2)nn1
"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCNCc2ccc(Cl)cc2)c1
"N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine",Cc1cc(N)nc(C[C@H]2CNC[C@@H]2NCCNCc2cccc(Cl)c2)c1
"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",COCc1cc(O)cc2c1O[C@@H](c1ccc(O)cc1)[C@H]1CCC[C@@H]21
5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide,C#CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1
"(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile",N#C[C@H](c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1
"N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine",CN(c1nccc(-c2cnc3ccccn23)n1)C1CCCCC1
1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE,NC[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1
"N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE",CO[C@H]1CC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1
"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide",CNC(=O)CN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1
CAP-1,Cc1ccc(NC(=O)NCCSCc2ccc(CN(C)C)o2)cc1Cl
"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE",C=CCC/N=C1/NN=C(c2ccc(Cl)cc2)CS1
N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide,O=C(CN(CCO)S(=O)(=O)c1ccc(-c2ccccc2)cc1)NO
3-[(4'-cyanobiphenyl-4-yl)oxy]-N-hydroxypropanamide,N#Cc1ccc(-c2ccc(OCCC(=O)NO)cc2)cc1
"N-[(13-CYCLOHEXYL-6,7-DIHYDROINDOLO[1,2-D][1,4]BENZOXAZEPIN-10-YL)CARBONYL]-2-METHYL-L-ALANINE",CC(C)(NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CCOc1ccccc1-3)C(=O)O
"N,N-DIETHYL-2-[(2-THIENYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE",CCN(CC)C(=O)c1c(NC(=O)c2cccs2)sc2c1CCCC2
"(5R)-N,N-DIETHYL-5-METHYL-2-[(THIOPHEN-2-YLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE",CCN(CC)C(=O)c1c(NC(=O)c2cccs2)sc2c1C[C@H](C)CC2
"(E)-3,4-DIHYDROXY-N'-[(2-METHOXYNAPHTHALEN-1-YL)METHYLENE]BENZOHYDRAZIDE",COc1ccc2ccccc2c1/C=N/NC(=O)c1ccc(O)c(O)c1
"1-TERT-BUTYL-3-(2,5-DIMETHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",Cc1ccc(C)c(Cc2nn(C(C)(C)C)c3ncnc(N)c23)c1
"6,7,12,13-tetrahydro-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-5-one",O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
MK-0731,CN1CC[C@H](N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)[C@H](F)C1
"L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide",C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](C)O
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2
Kelatorphan,C[C@H](NC(=O)[C@@H](CC(=O)NO)Cc1ccccc1)C(=O)O
3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)O)OCc1ccccc1
"N~4~-methyl-N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",COc1cc(Nc2nccc(N(C)c3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC
1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA,O=C(Nc1ccc(Oc2ccncc2)cc1)Nc1cccc(C(F)(F)F)c1
ABT-341,N[C@H]1CC(C(=O)N2CCn3c(nnc3C(F)(F)F)C2)=CC[C@@H]1c1cc(F)c(F)cc1F
"4-{4-[4-(3-AMINOPROPOXY)PHENYL]-1H-PYRAZOL-5-YL}-6-CHLOROBENZENE-1,3-DIOL",NCCCOc1ccc(-c2cn[nH]c2-c2cc(Cl)c(O)cc2O)cc1
2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl
"4-[1-allyl-7-(trifluoromethyl)-1H-indazol-3-yl]benzene-1,3-diol",C=CCn1nc(-c2ccc(O)cc2O)c2cccc(C(F)(F)F)c21
"4-(6-HYDROXY-1H-INDAZOL-3-YL)BENZENE-1,3-DIOL",Oc1ccc(-c2n[nH]c3cc(O)ccc23)c(O)c1
"7,8-dihydroxy-4-phenyl-2H-chromen-2-one",O=c1cc(-c2ccccc2)c2ccc(O)c(O)c2o1
5-phenyl-2-keto-valeric acid,O=C(O)C(=O)CCCc1ccccc1
"(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",N[C@@H](CC(=O)N1CCCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F
PP-121,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1
"1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC
"1-(1-methylethyl)-3-quinolin-6-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21
"N-(2-chlorophenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",Clc1ccccc1Nc1ncc(-c2ccccc2)n2cncc12
"N-(2,6-dimethylphenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",Cc1cccc(C)c1Nc1ncc(-c2ccccc2)n2cncc12
"N-(2-chloro-6-methylphenyl)-8-[(3S)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine",Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN[C@@H](C)C3)cc2n2cncc12
"4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2H)-one",O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1
Wortmannin,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O
4-(2-AMINOPHENYL)-4-OXOBUTANOIC ACID,Nc1ccccc1C(=O)CCC(=O)O
4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE,Clc1ccc(-c2cc(C3CCNCC3)[nH]n2)cc1
"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",CSc1nnc(-c2ccc(Cl)cc2)[nH]1
"1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE",COc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3ccccc3)C2=O)cc1
N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)c(COc3cccnc3)c2)[nH]n1
2-(1H-pyrazol-3-yl)-1H-benzimidazole,c1ccc2[nH]c(-c3cc[nH]n3)nc2c1
N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1
4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1
N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-,O=C(Nc1ccc(Cl)c(COc2cccnc2)c1)C1=C[C@H](F)C[C@@H](N2CCOCC2)C1
"4-AMINO-5-(2-METHYLPHENYL)-2,4-DIHYDRO-3H-1,2,4-TRIAZOLE-3-THIONE",Cc1ccccc1-c1n[nH]c(=S)n1N
2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,Cc1n[nH]cc1-c1ccc(CCN)cc1
"(2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine",C[C@H](C[C@@H]1CCCCN1C)C[C@@H](C)c1ccccc1
"4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE",CC(C)Oc1cccc(NC(=O)c2cc(Cl)c(OCCN)c(Cl)c2)c1
(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12
3-(3-Methyl-2-buten-1-yl)-3H-purin-6-amine,CC(C)=CCn1cnc(N)c2ncnc1-2
"4-(2-amino-1,3-thiazol-4-yl)pyrimidin-2-amine",Nc1nccc(-c2csc(N)n2)n1
"4-[1-(2,6-dichlorobenzyl)-2-methyl-1H-imidazol-4-yl]pyrimidin-2-amine",Cc1nc(-c2ccnc(N)n2)cn1Cc1c(Cl)cccc1Cl
"2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID",CC(C)(Oc1ccc(NC(=O)Nc2cc(Cl)cc(Cl)c2)cc1)C(=O)O
{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O
AMG-208,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1
Latrunculin B,C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C\CC1)O[C@@](O)([C@@H]1CSC(=O)N1)C2
3-OXO-OCTANOIC ACID (2-OXO-TETRAHYDRO-FURAN-3-YL)-AMIDE,CCCCCC(=O)CC(=O)N[C@H]1CCOC1=O
N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE,O=C(NCCO)c1ccc(Cl)cc1
"2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide",NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1
IDD594,O=C(O)COc1cc(F)ccc1C(=S)NCc1ccc(Br)cc1F
1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,C=CC(=O)c1ccc(CCCCCC)cc1
N-[12-(1H-imidazol-1-yl)dodecanoyl]-L-leucine,CC(C)C[C@H](NC(=O)CCCCCCCCCCCn1ccnc1)C(=O)O
"4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE",N#Cc1ccc(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)c2ccccc12
"2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile",Cc1c(/N=C2\O[C@@H](C(F)(F)F)[C@@H]3[C@@H](O)CCN23)ccc(C#N)c1Cl
LGD-2226,O=c1cc(C(F)(F)F)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1
"(3Z,5S,6R,7S,8R,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol",CCCCCCCC/N=C1\OC[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)N12
3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE,O=C(Nc1ccc2[nH]cc(CCc3ccncc3)c2c1)c1cc(F)cc(N2CCOCC2)c1
3-fluoro-N-1H-indol-5-yl-5-morpholin-4-ylbenzamide,O=C(Nc1ccc2[nH]ccc2c1)c1cc(F)cc(N2CCOCC2)c1
3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE,Nc1ncccc1OCc1cccc2ccccc12
RO-4584820,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
"3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA",COc1ccc(N(C(=O)Nc2ccccc2Cl)c2ccnc(N[C@@H](C)C(C)(C)O)n2)cc1
"8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM",CCn1c(Nc2ccccc2Cl)nc2cnc(Nc3c(F)cccc3F)nc21
"2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE",CC(C)n1c(Nc2ccccc2F)nc2cnc(Oc3c(F)cccc3F)nc21
"{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",O=C(O)CSc1nnc(-c2ccc([N+](=O)[O-])o2)o1
"6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine",CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)[C@H](c1ccccc1)CC2
"2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol",Cc1cc(/C=C/c2ccccc2)cc(C)c1O
"2,6-dibromo-4-[(E)-2-phenylethenyl]phenol",Oc1c(Br)cc(/C=C/c2ccccc2)cc1Br
"3,5-dibromobiphenyl-4-ol",Oc1c(Br)cc(-c2ccccc2)cc1Br
"2,6-dibromo-4-phenoxyphenol",Oc1c(Br)cc(Oc2ccccc2)cc1Br
"N-(3,5-dibromo-4-hydroxyphenyl)benzamide",O=C(Nc1cc(Br)c(O)c(Br)c1)c1ccccc1
N-[(6-butoxynaphthalen-2-yl)sulfonyl]-L-glutamic acid,CCCCOc1ccc2cc(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)ccc2c1
N-[(6-butoxynaphthalen-2-yl)sulfonyl]-D-glutamic acid,CCCCOc1ccc2cc(S(=O)(=O)N[C@H](CCC(=O)O)C(=O)O)ccc2c1
N-{[6-(PENTYLOXY)NAPHTHALEN-2-YL]SULFONYL}-D-GLUTAMIC ACID,CCCCCOc1ccc2cc(S(=O)(=O)N[C@H](CCC(=O)O)C(=O)O)ccc2c1
N-({6-[(4-CYANOBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,N#Cc1ccc(COc2ccc3cc(S(=O)(=O)N[C@H](CCC(=O)O)C(=O)O)ccc3c2)cc1
"(1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",CCCCO[C@@H]1CCC[C@@H]2C1=C(C(=O)O)N[C@@H]2[C@H](C=O)CC
"(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",C/C=C(/C=O)[C@@H]1NC(C(=O)O)=C2[C@@H](OC)CCC[C@@H]21
"4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methyl]phenol",Oc1ccc(Cc2nnc3ccc(-c4ccccc4)nn23)cc1
N-({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,N#Cc1ccc(COc2ccc3cc(S(=O)(=O)N[C@H](CCC(=O)O)C(=O)O)ccc3c2)c(F)c1
3-pyridin-4-yl-1H-indazole,c1ccc2c(-c3ccncc3)n[nH]c2c1
"5-benzyl-1,3-thiazol-2-amine",Nc1ncc(Cc2ccccc2)s1
2-aminoethyl naphthalen-1-ylacetate,NCCOC(=O)Cc1cccc2ccccc12
"(3R)-4-{[(3,4-dihydroxyphenyl)acetyl]oxy}-N-(2-formylindolizin-3-yl)-3-sulfino-D-valine",C[C@](COC(=O)Cc1ccc(O)c(O)c1)([C@@H](Nc1c(C=O)cc2ccccn12)C(=O)O)[S@@](=O)O
"2-(methylamino)-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide",CNc1ccc(Sc2nncn2C)cc1C(=O)Nc1nc(C)cs1
"1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F
"6,8-DIMERCAPTO-OCTANOIC ACID AMIDE",NC(=O)CCCC[C@@H](S)CCS
(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1
"N-Methyl-4-{[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}benzenesulfonamide",CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1
"N-methyl-{4-[2-(7-oxo-6,7-dihydro-8H-[1,3]thiazolo[5,4-e]indol-8-ylidene)hydrazino]phenyl}methanesulfonamide",CNS(=O)(=O)Cc1ccc(N/N=C2\C(=O)Nc3ccc4ncsc4c32)cc1
"3-{[(2,2-dioxido-1,3-dihydro-2-benzothien-5-yl)amino]methylene}-5-(1,3-oxazol-5-yl)-1,3-dihydro-2H-indol-2-one",O=C1Nc2ccc(-c3cnco3)cc2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2
"4-{[(2-Oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}-N-(1,3-thiazol-2-yl)benzenesulfonamide",O=C1Nc2ccccc2/C1=C/Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
"3-{[4-([amino(imino)methyl]aminosulfonyl)anilino]methylene}-2-oxo-2,3-dihydro-1H-indole",N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1
"1,3,3-trimethyl-2-[(1E,3E)-3-methylpenta-1,3-dien-1-yl]cyclohexene",C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
"(1S,4R,9S)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine",N[C@@H]1[C@@H]2CC[C@H]1c1cccc(C(F)(F)F)c12
(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol,NC[C@H](O)c1cccc(C(F)(F)F)c1
"N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine",NCCNc1nnc(-c2ccc(F)c(F)c2Nc2ccc(I)cc2F)o1
"2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID",CC(C)[C@H](NC(=O)c1ccc(CCc2c[nH]c3nc(N)[nH]c(=O)c23)cc1)C(=O)O
5-hydroxynaphthalene-1-sulfonamide,NS(=O)(=O)c1cccc2c(O)cccc12
N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,NS(=O)(=O)c1ccc(NC(=O)c2n[nH]c3ccccc23)cc1
4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,NS(=O)(=O)c1ccc(Nc2cncc(Cl)n2)cc1
N-phenyl-1H-pyrazole-3-carboxamide,O=C(Nc1ccccc1)c1cc[nH]n1
4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide,CC(=O)Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1
(4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide,O=C(Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1)c1ccccc1
"{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide",O=C(Nc1ccc(F)cc1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
"5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile",CC(C)Nc1cc(Cl)nc2c(C#N)cnn12
"5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE",CC(C)Nc1cc(N[C@H]2CC[C@H](N)CC2)nc2c(C#N)cnn12
"4-{[(2,6-difluorophenyl)carbonyl]amino}-N-[(3S)-piperidin-3-yl]-1H-pyrazole-3-carboxamide",O=C(N[C@H]1CCCNC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
AT-7519,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE",O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F
"6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine",Nc1ncc2cc(-c3c(Br)cccc3Br)c(N)nc2n1
"6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE",COc1cccc(OC)c1-c1cc2cnc(N)nc2nc1N
"7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine",Nc1ncc2cc(-c3ccccc3)c(N3CC=CC3)nc2n1
"4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid",O=C(O)C(=O)CC(=O)c1cccc(N(Cc2ccccc2)Cc2ccccc2)c1
"1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",NCC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
"1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
